message_id,message_text,label,channel,scam_type,urgency,contains_url,contains_phone_number,asks_for_money,asks_for_pin_password,requests_personal_information,claims_authority,emotional_trigger,language,source
MSG00609,Telecel Cash: You have received GH₵122 from Kwame. New balance GH₵2622. Transaction ID ZBQEDA3UPV.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00610,"Ei, Nestle Ghana Payroll Notice: Ur salary payment failed due to incorrect MOMO details. Update your INFORMATION at https://fidelity-gh-alert.com immediately.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00611,AirtelTigo Money: Thank you for contacting our customer service. Your complaint ref CSXCKY3Q has been resolved.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00612,Telecel Cash: Your account has been credited with GH₵6907. Available balance is GH₵12493. Thank you for using Telecel Cash. Broni!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00613,Notice from Ghana Immigration Service: You are eligible for a tax refund of GH₵5005. Submit your bank details at http://nia-cardverify.net to receive payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00614,Ecobank Ghana: Your account has exceeded its daily limit and is under review. Call our verification desk on 0572282005 to reactivate. Wai!,phishing,SMS,account_verification,Yes,No,Yes,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00615,AirtelTigo Money: Cash-out of GH₵798 at agent MJLV was successful. New balance GH₵20798.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00616,"Telecel Cash 20th Anniversary Draw: Congratulations, you have won a cash prize of GH₵7500. Follow http://momo-refund-gh58.com to process your claim, ref YA9JN294.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00617,MTN MoMo: You have successfully sent GH₵686 to 0246751691. New balance GH₵3897. Ref: MLH3C22Y7S. Sister!,legitimate,Email,transaction,No,No,Yes,No,No,No,No,none,mixed English-Twi,synthetic
MSG00618,"Sister, GT Bank Ghana: Thank you for contacting our customer service. Your complaint ref 7M2AVFAZ has been resolved.",legitimate,Email,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00619,Notice from National Lottery Authority: You are eligible for a tax refund of GH₵20000. Submit your bank details at https://dhl-gh-delivery.com to receive pament!?,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00620,"attention: ur numbr don win GH10000 for shell promo, make u go http://nia-cardverify.net quick claim am before deadline pass Medaase!",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00621,Access Bank Ghana: Your account has been credited with GH₵972.00. Available balance GH₵8098.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00622,Telecel Cash: Your loyalty points can now be redeemed for airtime and data. Dial *124# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00623,"Hi Rebecca, the team meeting scheduled for tomorrow has been moved to 2pm in the main conference room. Ɛyɛ!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00624,"Charley, Security Notice from AirtelTigo Money: WE detected a login attempt from an unknown DEVICE. Verifiy it was you at http://secure-gh-alert.com or ur account will be blocked!?",phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00625,"Your SIM card has won GH₵20000 in the National Telecel Cash Award. To receive your prize, visit http://nia-cardverify.net and enter code YEV76CDZ.",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00626,"This is University of Professional Studies, Accra Finance Office. Your semester fees payment did not reflect. Kindly confirm your transaction at https://mtn-ghpromo.net to avoid deregistration. Ei!",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00627,"Pls I beg u Yaw, I wrongly sent GH₵759 to your line. I need it back urgently, my chld is on admission. Send to 0279219639. Broni!!!!",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00628,Access Bank Ghana: Your salary of GH₵9435.00 has been credited to your account. Available balance GH₵10076.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00629,"Dear Nana Yaw Addo, the Ghana Scholarships SECRETARIAT requires a one-time administrative fee of GH₵248 via http://airteltigo-claim9.net before releasing ur scholarship funds. MEDAASE!",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00630,AirtelTigo Money: You have received GH₵2500 from Rebecca. New balance GH₵10308. Transaction ID 7FJGHJ89XH. Medaase!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00631,"Broni, Absa Bank Ghana Alert: Your token/PIN has expired. Renew it now at https://dhl-gh-delivery55.com to continue enjoying uninterrupted banking services.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00632,Access Bank Ghana: Your account has been credited with GH₵5000.00. Available balance GH₵13547.00. For enquiries call our customer care. Chale!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00633,GCB Bank: A debit of GH₵1772.00 was made on your account ending 7447 at an ATM. Available balance GH₵4291.00. Sister!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00634,Telecel Cash: Enjoy 20% bonus data this weekend by dialing *170#. Yoo!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00635,MTN MoMo: Recharge with GH₵20 today and get 50% extra airtime. Dial *170# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00636,"Congratulation Kwame Addo, Tullow Oil Ghana has approved your bonus of GH₵750. To receive it, verify your account at https://ghpost-track6.net.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00637,GCB Bank: A debit of GH₵408.00 was made on your account ending 8942 at an ATM. Available balance GH₵6341.00. Broni!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00638,MTN MoMo: Your loyalty points can now be redeemed for airtime and data. Dial *170# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00639,Access Bank Ghana: Your recent service request has been received and is being processed. We will update you within 24 hours.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00640,ECG (Electricity Company of Ghana): Your electricity bill for this month is GH₵484. Payment is due by the end of the month. Medaase!,legitimate,Email,utilities,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00641,Unilever Ghana Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update ur information at http://uog-portal-verify.com immediately!?,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00642,URGENT: Your CalBank wallet will be deactivated today. Confirm your identity by calling 0284787300 or visiting https://mtn-ghpromo.net now.,phishing,Email,account_verification,Yes,Yes,Yes,No,Yes,Yes,Yes,fear,English,synthetic
MSG00643,Ashesi University Student Portal: Your registration will be cancelled unless you verify your student ID and MoMo details at https://uog-portal-verify31.com 2day.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00644,Important: Telecel Cash requires you to re-validate your SIM/account information at https://nia-cardverify.net to avoid SERVICE interruption AFTER the new regulation.,phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00645,Fidelity Bank Ghana: We value your feedback. Please rate your recent visit to our branch by dialing our short code.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00646,"Broni, Your Jumia Logistics shipment VPHZKCR67 requires an import duty payment of GH₵5554. Settle now at http://ghana-reward-claim18.com to avoid return to sender.",phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,mixed English-Twi,synthetic
MSG00647,AirtelTigo Money: Payment of GH₵292 to ECG was successful. Balance GH₵4049.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00648,MTN MoMo: Cash-out of GH₵750 at agent RBPT was successful. New balance GH₵1365. Broni!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00649,"Dear Nii ARMAH Osei, your Ghana Post PARCEL S8VNZDPHR is held at customs. Pay a clearance fee of GH₵668 at http://mtn-ghpromo.net to release it!!!",phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00650,Telecel Cash: Recharge with GH₵10 today and get 10% extra airtime. Dial *138# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00651,"Broni, Telecel Cash: Our new data bundle plans are now live. Dial *138# to subscribe and save more.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00652,MTN MoMo: Enjoy 25% bonus data this weekend by dialing *124#.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00653,"Broni, MTN MoMo: Recharge with GH₵10 today and get 10% extra airtime. Dial *170# to activate.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00654,Ghana Water Company Limited: Your electricity bill for this month is GH₵810. Payment is due by the end of the month.,legitimate,Email,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00655,Fidelity Bank Ghana Compliance Team: Kindly update your KYC details at http://mtn-ghpromo29.net within 48 hours to keep your mobile money account active.,phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00656,MTN MoMo: Your loyalty points can now be redeemed for airtime and data. Dial *110# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00657,Ghana Water Company Limited: Your electricity bill for this month is GH₵5000. Payment is due by the end of the month.,legitimate,SMS,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00658,"Dear Fiifi, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00659,"Dear Prince Frimpong, the GETFund Scholarship Secretariat requires a one-time administrative fee of GH₵190 via https://gh-bankverify.net before releasing your scholarship funds.",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00660,"CONGRATULATIONS Akua Boateng, u have BEEN shortlisted for the University of Ghana bursary award of GH₵500. Verify your account at http://ecobank-gh-verify.net to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00661,"YOO, GETFUD SCHOLARSHIP SECRETARIAT NOTICE: YOUR SCHOLARSHIP APPICATION IS SUCCESSFUL. VERIFY UR BANK/MOMO DETAILS AT HTTP://FIDELITY-GH-ALERT30.COM TO RECEIVE YOUR FIRST TRANCHE!!!",phishing,Email,impersonation,Yes,No,No,No,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00662,Republic Bank Ghana: Online purchase of GH₵6921.00 on card ending 1121 at Junction Mall was successful. Available balance GH₵26921.00. Ei!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00663,You have been shortlisted by the World Bank Ghana Scholarship Office for a fully funded scholarship. Complete verification at https://fidelity-gh-alert.com within 3 days to avoid forfeiture.,phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,English,synthetic
MSG00664,Congratulaions Priscilla! Ur number has been selected as a winnner of GH₵1000 in the Telecel Cash proo. Claim now at https://momo-secure-verify.com,phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00665,"Yoo, ADB Bank: Your salary of GH₵3521.00 has been credited to your account. Available balance GH₵13521.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00666,"Ɛyɛ, AirtelTigo Money: Airtime purchase of GH₵50 was successful. Enjoy your data/airtime.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00667,"Broni, MTN MoMo: You have successfully sent GH₵5000 to 0267941908. New balance GH₵5541. Ref: 386PB38HJM.",legitimate,SMS,transaction,No,No,Yes,No,No,No,No,none,mixed English-Twi,synthetic
MSG00668,This is University of Cape Coast Finance Office. Your semester fees payment did not reflect. Kindly confirm your transaction at http://fidelity-gh-alert4.com to avoid deregistration.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00669,"Charley, Notice from Ghana Immigration Service: You are eligible for a tax refund of GH₵5000. Submit your bank details at https://dhl-gh-delivery.com to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00670,Telecel Cash: Enjoy 20% bonus data this weekend by dialing *170#.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00671,I'm the one wey sent GH₵15000 for your MOMO by accient. Abeg send back make I no lose my job my number na 0556170243!?,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00672,"Dear Eric, your GIMPA semester registration has been confirmed. You can now access your course materials online.",legitimate,SMS,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00673,"Wai, MTN MoMo: Our new data bundle plans are now live. Dial *124# to subscribe and save more.",legitimate,Email,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00674,"Abi, Congratulations Michael Agyeman! You have been awarded a scholarship of GH₵940 by the Mastercard Foundation Scholars Program. Pay a processing fee of GH₵287 at https://ecobank-gh-verify88.net to secure disbursement.",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00675,"Congratulations Kwesi Ansah, Nestle Ghana has approved your bonus of GH₵250. To receive it, verifiy ur accont at https://fidelty-gh-alert42.com!!",phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00676,Absa Bank Ghana: Thank you for contacting our customer service. Your complaint ref CKXEN8NP has been resolved.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00677,Electoral COMMISSION OF Ghana: Ur pension contributions statement is incomplete. Verify your SSNIT number and PIN at http://ecobank-gh-verify.net immediately!!!,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00678,AirtelTigo Money: Recharge with GH₵20 today and get 30% extra airtime. Dial *110# to activate.,legitimate,Email,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00679,"Dear Josephine, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00680,"CONGRATULATIONS AKOSUA DANSO, PZ CUSSONS GHANA HAS APROVED UR BONUS OF GH₵500. TO RECIEVE IT, VERIFY UR ACCONT AT HTTPS://DHL-GH-DELIVERY45.COM. BRONI!",phishing,SMS,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
